2016-11-30	1.180569
2016-12-01	1.184439
2016-12-02	1.189041
2016-12-03	1.194027
2016-12-04	1.193739
2016-12-05	1.185284
2016-12-06	1.184477
2016-12-07	1.172188
2016-12-08	1.183274
2016-12-09	1.193183
2016-12-10	1.191177
2016-12-11	1.190643
2016-12-12	1.194896
2016-12-13	1.192566
2016-12-14	1.193134
2016-12-15	1.194303
2016-12-16	1.19107
2016-12-17	1.194813
2016-12-18	1.194813
2016-12-19	1.188944
2016-12-20	1.189206
2016-12-21	1.185053
2016-12-22	1.176688
2016-12-23	1.172507
2016-12-24	1.174084
2016-12-25	1.174084
2016-12-26	1.175713
2016-12-27	1.172425
2016-12-28	1.176363
2016-12-29	1.166696
2016-12-30	1.16932
2016-12-31	1.17308
2017-01-01	1.17308
2017-01-02	1.174496
2017-01-03	1.176838
2017-01-04	1.174539
2017-01-05	1.171143
2017-01-06	1.165867
2017-01-07	1.166263
2017-01-08	1.166784
2017-01-09	1.150468
2017-01-10	1.151193
2017-01-11	1.154005
2017-01-12	1.144963
2017-01-13	1.148703
2017-01-14	1.146083
2017-01-15	1.143871
2017-01-16	1.137
2017-01-17	1.158348
2017-01-18	1.152847
2017-01-19	1.158143
2017-01-20	1.154698
2017-01-21	1.155335
2017-01-22	1.155335
2017-01-23	1.162436
2017-01-24	1.165341
2017-01-25	1.17438
2017-01-27	1.171808
2017-01-28	1.173387
2017-01-29	1.17318
2017-01-30	1.167767
2017-01-31	1.165585
2017-02-01	1.174894
2017-02-02	1.160727
2017-02-03	1.159231
2017-02-04	1.157705
2017-02-05	1.157373
2017-02-06	1.160097
2017-02-07	1.168569
2017-02-08	1.171119
2017-02-09	1.174603
2017-02-10	1.174203
2017-02-11	1.173863
2017-02-12	1.173888
2017-02-13	1.17911
2017-02-14	1.178691
2017-02-15	1.176396
2017-02-16	1.170041
2017-02-17	1.169399
2017-02-18	1.169164
2017-02-19	1.169148
2017-02-20	1.173387
2017-02-21	1.181978
2017-02-22	1.182074
2017-02-23	1.185657
2017-02-24	1.180979
2017-02-25	1.180399
2017-02-26	1.180399
2017-02-27	1.173816
2017-02-28	1.169926
2017-03-01	1.166361
2017-03-02	1.167012
2017-03-03	1.16041
2017-03-04	1.157432
2017-03-06	1.156597
2017-03-07	1.153945
2017-03-08	1.152265
2017-03-09	1.149117
2017-03-10	1.139376
2017-03-11	1.139587
2017-03-12	1.139662
2017-03-13	1.146789
2017-03-14	1.143123
2017-03-15	1.149004
2017-03-16	1.151697
2017-03-17	1.152798
2017-03-18	1.154677
2017-03-19	1.15399
2017-03-20	1.149815
2017-03-21	1.154613
2017-03-22	1.154811
2017-03-23	1.161184
2017-03-24	1.155908
2017-03-25	1.154503
2017-03-26	1.154503
2017-03-27	1.156053
2017-03-28	1.152001
2017-03-29	1.153481
2017-03-30	1.165395
2017-03-31	1.172613
2017-04-02	1.176237
2017-04-03	1.170052
2017-04-04	1.16597
2017-04-05	1.171051
2017-04-06	1.171625
2017-04-07	1.168558
2017-04-08	1.168347
2017-04-09	1.168347
2017-04-10	1.171407
2017-04-11	1.176423
2017-04-12	1.178299
2017-04-13	1.177966
2017-04-18	1.192428
