2016-11-30	1.1780
2016-12-01	1.1893
2016-12-02	1.1873
2016-12-05	1.1848
2016-12-06	1.1845
2016-12-07	1.1711
2016-12-08	1.1829
2016-12-09	1.1925
2016-12-12	1.1942
2016-12-13	1.1921
2016-12-14	1.1926
2016-12-15	1.1915
2016-12-16	1.1944
2016-12-19	1.1874
2016-12-20	1.1905
2016-12-21	1.1862
2016-12-22	1.1757
2016-12-23	1.1725
2016-12-28	1.1764
2016-12-29	1.1657
2016-12-30	1.1651
2016-12-31	1.1657
2017-01-01	1.1764
2017-01-02	1.1725
2017-01-03	1.1757
2017-01-04	1.1862
2017-01-05	1.1905
2017-01-06	1.1874
2017-01-07	1.1944
2017-01-08	1.1915
2017-01-09	1.1926
2017-01-10	1.1921
2017-01-11	1.1942
2017-01-12	1.1925
2017-01-13	1.1829
2017-01-14	1.1711
2017-01-15	1.1845
2017-01-16	1.1848
2017-01-17	1.1873
2017-01-18	1.1893
2017-01-19	1.1780
2017-01-20	1.1779
2017-01-21	1.1728
2017-01-22	1.1744
2017-01-23	1.1801
2017-01-24	1.1772
2017-01-25	1.1735
2017-01-27	1.1644
2017-01-28	1.1652
2017-01-29	1.1641
2017-01-30	1.1544
2017-01-31	1.1613
2017-02-01	1.1592
2017-02-02	1.1477
2017-02-03	1.1366
2017-02-04	1.1232
2017-02-05	1.1232
2017-02-06	1.128
2017-02-07	1.1225
2017-02-08	1.1076
2017-02-09	1.1066
2017-02-10	1.1142
2017-02-11	1.1115
2017-02-12	1.1155
2017-02-13	1.1210
2017-02-14	1.1173
2017-02-15	1.1215
2017-02-16	1.1218
2017-02-17	1.1206
2017-02-18	1.1204
2017-02-19	1.1212
2017-02-20	1.1060
2017-02-21	1.1082
2017-02-22	1.1054
2017-02-23	1.1064
2017-02-24	1.1058
2017-02-25	1.1093
2017-02-26	1.1154
2017-02-27	1.1321
2017-02-28	1.1376
2017-03-01	1.1429
2017-03-02	1.1442
2017-03-03	1.1558
2017-03-04	1.156
2017-03-06	1.1598
2017-03-07	1.1515
2017-03-08	1.1552
2017-03-09	1.1649
2017-03-10	1.1632
2017-03-11	1.1597
2017-03-12	1.1680
2017-03-13	1.1718
2017-03-14	1.1735
2017-03-15	1.1720
2017-03-16	1.1726
2017-03-17	1.1861
2017-03-18	1.1827
2017-03-19	1.1810
2017-03-20	1.1866
2017-03-21	1.1947
2017-03-22	1.1931
2017-03-23	1.1923
2017-03-24	1.1883
2017-03-25	1.1765
2017-03-26	1.1744
2017-03-27	1.1703
2017-03-28	1.1692
2017-03-29	1.1779
2017-03-30	1.1645
2017-03-31	1.1604
2017-04-01	1.1527
2017-04-02	1.162
2017-04-03	1.1538
2017-04-04	1.1517
2017-04-05	1.1499
2017-04-06	1.1572
2017-04-07	1.1600
2017-04-08	1.1656
2017-04-09	1.1694
2017-04-10	1.1774
2017-04-11	1.1797
2017-04-12	1.1786
2017-04-13	1.1924
2017-04-18	1.1936
